2016/01/04 {'chg': -0.052100840336134435, 'volume': 5848300, 'rate': 0.02103019225625924, 'vol_chg': 0, 'relation': (False, False), 'RSI': 0.0, 'price': {'opening': 17.84, 'closing': 16.92, 'highest': 17.84, 'lowest': 16.8, 'avg': 17.35}, 'KDJ': {'RSV': 50, 'K': 49.99999999999999, 'D': 49.99999999999999, 'J': 49.999999999999986}}
2016/04/12 {'chg': 0.019104084321475687, 'volume': 15585284, 'rate': 0.02272865444996167, 'vol_chg': 0.25615606001842167, 'relation': (True, False), 'RSI': 67.18833247260454, 'price': {'opening': 15.17, 'closing': 15.47, 'highest': 15.5, 'lowest': 15.1, 'avg': 15.31}, 'KDJ': {'RSV': 91.42857142857149, 'K': 75.88999739268303, 'D': 71.25342244870492, 'J': 85.16314728063924}}
2016/04/13 {'chg': 0.038138332255979186, 'volume': 34369452, 'rate': 0.023000421719361258, 'vol_chg': 1.205250286103224, 'relation': (True, False), 'RSI': 80.22474199546706, 'price': {'opening': 15.48, 'closing': 16.06, 'highest': 16.36, 'lowest': 15.48, 'avg': 15.844999999999999}, 'KDJ': {'RSV': 100.0, 'K': 83.92666492845535, 'D': 75.47783660862173, 'J': 100.8243215681226}}
2016/04/14 {'chg': -0.0018679950186798, 'volume': 11620764, 'rate': -0.007304850211408775, 'vol_chg': -0.6618868406746782, 'relation': (False, False), 'RSI': 74.92068284062145, 'price': {'opening': 16.12, 'closing': 16.03, 'highest': 16.19, 'lowest': 15.8, 'avg': 16.035}, 'KDJ': {'RSV': 97.70992366412231, 'K': 88.52108450701101, 'D': 79.82558590808482, 'J': 105.91208170486343}}
2016/04/15 {'chg': 0.014348097317529658, 'volume': 17410361, 'rate': 0.01584056737043565, 'vol_chg': 0.4982113912648084, 'relation': (True, False), 'RSI': 76.7595612893823, 'price': {'opening': 16.13, 'closing': 16.26, 'highest': 16.69, 'lowest': 16.06, 'avg': 16.285}, 'KDJ': {'RSV': 100.0, 'K': 92.34738967134066, 'D': 83.99952049583676, 'J': 109.04312802234844}}
2016/04/18 {'chg': -0.025830258302583127, 'volume': 11128885, 'rate': -0.010479137758407198, 'vol_chg': -0.36078953216420956, 'relation': (False, False), 'RSI': 62.78265685045493, 'price': {'opening': 16.0, 'closing': 15.84, 'highest': 16.04, 'lowest': 15.78, 'avg': 15.915}, 'KDJ': {'RSV': 67.93893129770984, 'K': 84.21123688013039, 'D': 84.07009262393463, 'J': 84.49352539252189}}
2016/04/19 {'chg': 0.01767676767676775, 'volume': 8488060, 'rate': 0.014478617563397763, 'vol_chg': -0.23729466159458024, 'relation': (False, False), 'RSI': 60.202819786985756, 'price': {'opening': 15.86, 'closing': 16.12, 'highest': 16.27, 'lowest': 15.85, 'avg': 16.025}, 'KDJ': {'RSV': 89.31297709923662, 'K': 85.9118169531658, 'D': 84.68400073367835, 'J': 88.36744939214071}}
2016/04/20 {'chg': 0.03287841191066982, 'volume': 25402242, 'rate': 0.057504167783618707, 'vol_chg': 1.9927029262281368, 'relation': (True, False), 'RSI': 72.13176253473847, 'price': {'opening': 16.2, 'closing': 16.65, 'highest': 16.67, 'lowest': 15.51, 'avg': 16.2575}, 'KDJ': {'RSV': 100.00000000000001, 'K': 90.60787796877719, 'D': 86.65862647871128, 'J': 98.506380948909}}
2016/04/21 {'chg': 0.007207207207207267, 'volume': 24064337, 'rate': 0.014243137456621233, 'vol_chg': -0.0526687762442386, 'relation': (False, False), 'RSI': 83.9339007377684, 'price': {'opening': 16.45, 'closing': 16.77, 'highest': 17.18, 'lowest': 16.41, 'avg': 16.702499999999997}, 'KDJ': {'RSV': 100.0, 'K': 93.73858531251813, 'D': 89.01861275664689, 'J': 103.1785304242606}}
2016/04/22 {'chg': -0.01848539057841376, 'volume': 10786208, 'rate': -0.020830700661551748, 'vol_chg': -0.5517762238785137, 'relation': (False, False), 'RSI': 75.46185843513288, 'price': {'opening': 16.26, 'closing': 16.46, 'highest': 16.7, 'lowest': 15.81, 'avg': 16.3075}, 'KDJ': {'RSV': 80.50314465408813, 'K': 89.32677175970812, 'D': 89.12133242433396, 'J': 89.73765043045648}}
2016/04/25 {'chg': -0.021263669501822687, 'volume': 7914199, 'rate': -0.01678625934310471, 'vol_chg': -0.2662667918141389, 'relation': (False, False), 'RSI': 65.72802844093057, 'price': {'opening': 16.38, 'closing': 16.11, 'highest': 16.42, 'lowest': 15.87, 'avg': 16.195}, 'KDJ': {'RSV': 49.23076923076918, 'K': 75.96143758339514, 'D': 84.73470081068768, 'J': 58.41491112881005}}
2016/04/26 {'chg': 0.020484171322160263, 'volume': 9030006, 'rate': 0.013981266091641294, 'vol_chg': 0.14098798880341523, 'relation': (True, False), 'RSI': 65.96669142698887, 'price': {'opening': 16.2, 'closing': 16.44, 'highest': 16.8, 'lowest': 15.99, 'avg': 16.3575}, 'KDJ': {'RSV': 64.51612903225823, 'K': 72.14633473301616, 'D': 80.53857878479718, 'J': 55.361846629454135}}
2016/04/27 {'chg': -0.027980535279805402, 'volume': 8841001, 'rate': -0.02403615013998242, 'vol_chg': -0.02093077236050563, 'relation': (False, False), 'RSI': 49.24658134400032, 'price': {'opening': 16.38, 'closing': 15.98, 'highest': 16.42, 'lowest': 15.89, 'avg': 16.1675}, 'KDJ': {'RSV': 15.053763440860282, 'K': 53.11547763563087, 'D': 71.3975450684084, 'J': 16.55134277007579}}
2016/04/28 {'chg': 0.02190237797246545, 'volume': 7905905, 'rate': 0.024780713074498435, 'vol_chg': -0.10576811381426153, 'relation': (False, False), 'RSI': 55.03159978001325, 'price': {'opening': 16.0, 'closing': 16.33, 'highest': 16.35, 'lowest': 15.91, 'avg': 16.1475}, 'KDJ': {'RSV': 52.6881720430106, 'K': 52.97304243809077, 'D': 65.25604419163585, 'J': 28.407038931000614}}
2016/04/29 {'chg': -0.012859767299448703, 'volume': 5854849, 'rate': -0.010194642204973715, 'vol_chg': -0.2594334234980056, 'relation': (False, False), 'RSI': 48.48217827477865, 'price': {'opening': 16.15, 'closing': 16.12, 'highest': 16.4, 'lowest': 15.97, 'avg': 16.16}, 'KDJ': {'RSV': 30.107526881720563, 'K': 45.3512039193007, 'D': 58.6210974341908, 'J': 18.8114168895205}}
2016/05/03 {'chg': 0.0006203473945408194, 'volume': 17308195, 'rate': -0.019101578304574093, 'vol_chg': 1.9562154378362278, 'relation': (True, False), 'RSI': 55.56353977421498, 'price': {'opening': 16.16, 'closing': 16.13, 'highest': 16.55, 'lowest': 16.01, 'avg': 16.2125}, 'KDJ': {'RSV': 18.98734177215174, 'K': 36.56324987025105, 'D': 51.268481579544215, 'J': 7.152786451664724}}
2016/05/04 {'chg': -0.011779293242405425, 'volume': 14684077, 'rate': -0.011246268223510427, 'vol_chg': -0.1516113032005937, 'relation': (False, False), 'RSI': 47.35664021717583, 'price': {'opening': 16.15, 'closing': 15.94, 'highest': 16.15, 'lowest': 15.64, 'avg': 15.969999999999999}, 'KDJ': {'RSV': 0.0, 'K': 24.375499913500697, 'D': 42.304154357529704, 'J': -11.481808974557325}}
2016/05/05 {'chg': -0.01191969887076534, 'volume': 7720697, 'rate': -0.014265008953903329, 'vol_chg': -0.4742129859438901, 'relation': (False, False), 'RSI': 32.50052091658885, 'price': {'opening': 15.84, 'closing': 15.75, 'highest': 15.93, 'lowest': 15.66, 'avg': 15.795}, 'KDJ': {'RSV': 0.0, 'K': 16.25033327566713, 'D': 33.61954733024218, 'J': -18.48809483348296}}
2016/05/06 {'chg': -0.03492063492063496, 'volume': 10510855, 'rate': -0.004858023854957101, 'vol_chg': 0.3613868022537343, 'relation': (False, True), 'RSI': 23.602166387894975, 'price': {'opening': 15.82, 'closing': 15.2, 'highest': 15.98, 'lowest': 15.15, 'avg': 15.537500000000001}, 'KDJ': {'RSV': 0.0, 'K': 10.83355551711142, 'D': 26.024216725865255, 'J': -19.547766900396248}}
2016/05/09 {'chg': -0.03815789473684211, 'volume': 13144088, 'rate': -0.00841509868250125, 'vol_chg': 0.250525100003758, 'relation': (False, True), 'RSI': 21.302312913557934, 'price': {'opening': 15.18, 'closing': 14.62, 'highest': 15.37, 'lowest': 14.22, 'avg': 14.847499999999998}, 'KDJ': {'RSV': 0.0, 'K': 7.222370344740947, 'D': 19.75693459882382, 'J': -17.846758163424795}}
2016/05/10 {'chg': -0.022571819425444603, 'volume': 11500281, 'rate': -0.0227850294330026, 'vol_chg': -0.12506055954585818, 'relation': (False, False), 'RSI': 21.16517170560657, 'price': {'opening': 14.6, 'closing': 14.29, 'highest': 14.82, 'lowest': 14.27, 'avg': 14.495}, 'KDJ': {'RSV': 0.0, 'K': 4.814913563160631, 'D': 14.776260920269422, 'J': -15.107781151056951}}
2016/05/11 {'chg': 0.013995801259622189, 'volume': 9507694, 'rate': 0.012290121199158196, 'vol_chg': -0.1732642011095207, 'relation': (False, False), 'RSI': 18.564824507290417, 'price': {'opening': 14.43, 'closing': 14.49, 'highest': 14.69, 'lowest': 14.37, 'avg': 14.495}, 'KDJ': {'RSV': 9.803921568627507, 'K': 6.477916231649589, 'D': 12.01014602406281, 'J': -4.58654335317685}}
2016/05/12 {'chg': 0.01794340924775706, 'volume': 7626750, 'rate': 0.018369829262873057, 'vol_chg': -0.1978338806444549, 'relation': (False, False), 'RSI': 29.175352855720952, 'price': {'opening': 14.35, 'closing': 14.75, 'highest': 14.8, 'lowest': 14.15, 'avg': 14.5125}, 'KDJ': {'RSV': 22.54901960784319, 'K': 11.834950690380788, 'D': 11.951747579502134, 'J': 11.601356912138097}}
2016/05/13 {'chg': 0.013559322033898256, 'volume': 13141481, 'rate': 0.016864077151047242, 'vol_chg': 0.7230774576326745, 'relation': (True, False), 'RSI': 25.861829285182587, 'price': {'opening': 14.61, 'closing': 14.95, 'highest': 15.18, 'lowest': 14.61, 'avg': 14.837499999999999}, 'KDJ': {'RSV': 35.86956521739131, 'K': 19.84648886605096, 'D': 14.583328008351742, 'J': 30.3728105814494}}
2016/05/16 {'chg': 0.004013377926421438, 'volume': 9562229, 'rate': -0.00494144239101452, 'vol_chg': -0.27236290947724995, 'relation': (False, False), 'RSI': 29.579764494070673, 'price': {'opening': 15.09, 'closing': 15.01, 'highest': 15.09, 'lowest': 14.75, 'avg': 14.985}, 'KDJ': {'RSV': 39.13043478260873, 'K': 26.274470838236883, 'D': 18.480375618313452, 'J': 41.86266127808375}}
2016/05/17 {'chg': 0.03131245836109265, 'volume': 14026813, 'rate': 0.03397758345556764, 'vol_chg': 0.46689783313074806, 'relation': (True, False), 'RSI': 40.377114866254985, 'price': {'opening': 14.83, 'closing': 15.48, 'highest': 15.75, 'lowest': 14.83, 'avg': 15.2225}, 'KDJ': {'RSV': 72.12121212121218, 'K': 41.55671793256198, 'D': 26.17248972306296, 'J': 72.32517435156002}}
2016/05/18 {'chg': -0.009043927648578847, 'volume': 8774624, 'rate': 0.004494907831354089, 'vol_chg': -0.3744392257884952, 'relation': (False, False), 'RSI': 40.93651061636321, 'price': {'opening': 15.31, 'closing': 15.34, 'highest': 15.39, 'lowest': 14.88, 'avg': 15.23}, 'KDJ': {'RSV': 71.91780821917808, 'K': 51.67708136143401, 'D': 34.67402026918664, 'J': 85.68320354592876}}
2016/05/19 {'chg': -0.013037809647979093, 'volume': 4352720, 'rate': -0.012824599640421094, 'vol_chg': -0.5039422771847546, 'relation': (False, False), 'RSI': 40.70598900650837, 'price': {'opening': 15.2, 'closing': 15.14, 'highest': 15.4, 'lowest': 15.06, 'avg': 15.200000000000001}, 'KDJ': {'RSV': 71.42857142857147, 'K': 58.260911383813166, 'D': 42.53631730739548, 'J': 89.71009953664856}}
2016/05/20 {'chg': -0.0013210039630119782, 'volume': 4657213, 'rate': -0.008356934212425945, 'vol_chg': 0.06995464904703266, 'relation': (False, True), 'RSI': 48.99728713616647, 'price': {'opening': 15.08, 'closing': 15.12, 'highest': 15.26, 'lowest': 14.91, 'avg': 15.0925}, 'KDJ': {'RSV': 69.74789915966379, 'K': 62.0899073090967, 'D': 49.054180641295886, 'J': 88.16136064469833}}
2016/05/23 {'chg': 0.002645502645502707, 'volume': 3402662, 'rate': -0.0041772175963532615, 'vol_chg': -0.26937805936726533, 'relation': (False, False), 'RSI': 64.48316863221041, 'price': {'opening': 14.98, 'closing': 15.16, 'highest': 15.24, 'lowest': 14.98, 'avg': 15.09}, 'KDJ': {'RSV': 73.109243697479, 'K': 65.76301943855746, 'D': 54.62379357371641, 'J': 88.04147116823955}}
2016/05/24 {'chg': 0.0019788918205804326, 'volume': 5150138, 'rate': 0.010187477111563394, 'vol_chg': 0.5135614410129481, 'relation': (True, False), 'RSI': 78.50030520444992, 'price': {'opening': 15.25, 'closing': 15.19, 'highest': 15.38, 'lowest': 15.1, 'avg': 15.23}, 'KDJ': {'RSV': 70.70707070707061, 'K': 67.41103652806184, 'D': 58.88620789183155, 'J': 84.4606938005224}}
2016/05/25 {'chg': 0.009874917709019115, 'volume': 6839093, 'rate': 0.012326832795936103, 'vol_chg': 0.3279436395684931, 'relation': (True, False), 'RSI': 77.65434689945026, 'price': {'opening': 15.25, 'closing': 15.34, 'highest': 15.57, 'lowest': 15.25, 'avg': 15.3525}, 'KDJ': {'RSV': 80.82191780821911, 'K': 71.88133028811427, 'D': 63.21791535725912, 'J': 89.20816014982456}}
2016/05/26 {'chg': -0.013037809647979093, 'volume': 7401378, 'rate': -0.01580953974623308, 'vol_chg': 0.08221631143193987, 'relation': (False, True), 'RSI': 63.49557416066268, 'price': {'opening': 15.35, 'closing': 15.14, 'highest': 15.47, 'lowest': 14.81, 'avg': 15.1925}, 'KDJ': {'RSV': 35.84905660377375, 'K': 59.87057239333409, 'D': 62.10213436928411, 'J': 55.407448441434056}}
2016/05/27 {'chg': 0.0013210039630118609, 'volume': 5136486, 'rate': 0.0018540289819068585, 'vol_chg': -0.30600950255479453, 'relation': (False, False), 'RSI': 58.394882418475966, 'price': {'opening': 15.09, 'closing': 15.16, 'highest': 15.29, 'lowest': 14.96, 'avg': 15.125}, 'KDJ': {'RSV': 31.91489361702131, 'K': 50.55201280122983, 'D': 58.252093846599344, 'J': 35.15185071049079}}
2016/05/30 {'chg': 0.0270448548812665, 'volume': 8792185, 'rate': 0.026511829862371505, 'vol_chg': 0.7117120537270033, 'relation': (True, False), 'RSI': 67.0573581913327, 'price': {'opening': 15.11, 'closing': 15.57, 'highest': 15.71, 'lowest': 14.84, 'avg': 15.3075}, 'KDJ': {'RSV': 100.0, 'K': 67.03467520081988, 'D': 61.17962096467285, 'J': 78.74478367311391}}
2016/05/31 {'chg': 0.021194605009633917, 'volume': 15259722, 'rate': -0.014411466252551915, 'vol_chg': 0.7356006498953331, 'relation': (True, False), 'RSI': 63.74086332022529, 'price': {'opening': 15.57, 'closing': 15.9, 'highest': 16.0, 'lowest': 15.57, 'avg': 15.76}, 'KDJ': {'RSV': 100.0, 'K': 78.02311680054657, 'D': 66.79411957663075, 'J': 100.48111124837823}}
2016/06/01 {'chg': 0.011949685534591163, 'volume': 12311958, 'rate': 0.013122340576160157, 'vol_chg': -0.19317285072427925, 'relation': (False, False), 'RSI': 73.50579194060265, 'price': {'opening': 15.88, 'closing': 16.09, 'highest': 16.36, 'lowest': 15.86, 'avg': 16.0475}, 'KDJ': {'RSV': 99.99999999999999, 'K': 85.34874453369771, 'D': 72.97899456231973, 'J': 110.0882444764537}}
2016/06/02 {'chg': 0.0, 'volume': 5940859, 'rate': -0.0042642001511599805, 'vol_chg': -0.5174724442692218, 'relation': (False, False), 'RSI': 84.11078048878436, 'price': {'opening': 16.01, 'closing': 16.09, 'highest': 16.24, 'lowest': 15.96, 'avg': 16.075}, 'KDJ': {'RSV': 99.99999999999999, 'K': 90.23249635579847, 'D': 78.73016182681263, 'J': 113.23716541377013}}
2016/06/03 {'chg': 0.011808576755748992, 'volume': 8247757, 'rate': 0.006904746581915015, 'vol_chg': 0.38831051199834904, 'relation': (True, False), 'RSI': 87.07282729683467, 'price': {'opening': 16.18, 'closing': 16.28, 'highest': 16.39, 'lowest': 15.95, 'avg': 16.2}, 'KDJ': {'RSV': 100.0, 'K': 93.48833090386564, 'D': 83.64955151916364, 'J': 113.16588967326967}}
2016/06/06 {'chg': -0.01658476658476656, 'volume': 6040137, 'rate': -0.014879086524302566, 'vol_chg': -0.2676630749426784, 'relation': (False, False), 'RSI': 74.19526342127888, 'price': {'opening': 16.25, 'closing': 16.01, 'highest': 16.27, 'lowest': 15.99, 'avg': 16.13}, 'KDJ': {'RSV': 76.31578947368426, 'K': 87.76415042713852, 'D': 85.0210844884886, 'J': 93.25028230443834}}
2016/06/07 {'chg': 0.011867582760774372, 'volume': 6768281, 'rate': 0.011121347734321375, 'vol_chg': 0.12055090803403963, 'relation': (True, False), 'RSI': 76.24184091565995, 'price': {'opening': 16.02, 'closing': 16.2, 'highest': 16.23, 'lowest': 16.0, 'avg': 16.1125}, 'KDJ': {'RSV': 92.98245614035072, 'K': 89.50358566487591, 'D': 86.51525154728436, 'J': 95.48025390005901}}
2016/06/08 {'chg': 0.021604938271605027, 'volume': 8852718, 'rate': 0.02480308838497501, 'vol_chg': 0.30797140366955805, 'relation': (True, False), 'RSI': 78.28476946661894, 'price': {'opening': 16.19, 'closing': 16.55, 'highest': 16.57, 'lowest': 16.0, 'avg': 16.3275}, 'KDJ': {'RSV': 99.99999999999999, 'K': 93.0023904432506, 'D': 88.6776311792731, 'J': 101.65190897120561}}
2016/06/13 {'chg': -0.03323262839879158, 'volume': 8605072, 'rate': 0.0009875778142672542, 'vol_chg': -0.027974007530794497, 'relation': (False, False), 'RSI': 68.18988128854248, 'price': {'opening': 16.55, 'closing': 16.0, 'highest': 16.55, 'lowest': 15.73, 'avg': 16.2075}, 'KDJ': {'RSV': 60.43165467625896, 'K': 82.14547852092005, 'D': 86.50024695982208, 'J': 73.435941643116}}
2016/06/14 {'chg': 0.023125000000000062, 'volume': 10947280, 'rate': 0.019713639879072077, 'vol_chg': 0.27218923909062004, 'relation': (True, False), 'RSI': 72.07742933070642, 'price': {'opening': 15.81, 'closing': 16.37, 'highest': 16.38, 'lowest': 15.8, 'avg': 16.09}, 'KDJ': {'RSV': 81.63265306122453, 'K': 81.97453670102153, 'D': 84.99167687355522, 'J': 75.94025635595418}}
2016/06/15 {'chg': 0.07086133170433721, 'volume': 20215686, 'rate': 0.05401774110725529, 'vol_chg': 0.8466400786314043, 'relation': (True, False), 'RSI': 77.58286758284623, 'price': {'opening': 16.47, 'closing': 17.53, 'highest': 17.65, 'lowest': 16.47, 'avg': 17.03}, 'KDJ': {'RSV': 100.0, 'K': 87.98302446734769, 'D': 85.98879273815271, 'J': 91.97148792573762}}
2016/06/16 {'chg': -0.014261266400456359, 'volume': 27976524, 'rate': -0.008931016211506384, 'vol_chg': 0.3839017879482299, 'relation': (False, True), 'RSI': 70.23691664918358, 'price': {'opening': 17.52, 'closing': 17.28, 'highest': 18.33, 'lowest': 17.23, 'avg': 17.59}, 'KDJ': {'RSV': 83.66013071895426, 'K': 86.54205988454987, 'D': 86.17321512028509, 'J': 87.27974941307943}}
2016/06/17 {'chg': 0.04282407407407398, 'volume': 14568598, 'rate': 0.038240058911577, 'vol_chg': -0.47925632219356484, 'relation': (False, False), 'RSI': 73.96976948978146, 'price': {'opening': 17.35, 'closing': 18.02, 'highest': 18.2, 'lowest': 17.33, 'avg': 17.724999999999998}, 'KDJ': {'RSV': 100.0, 'K': 91.02803992303325, 'D': 87.79149005453448, 'J': 97.50113966003079}}
2016/06/20 {'chg': -0.01775804661487238, 'volume': 14398198, 'rate': -0.019143911663999376, 'vol_chg': -0.011696389728098751, 'relation': (False, False), 'RSI': 68.99281531387183, 'price': {'opening': 17.99, 'closing': 17.7, 'highest': 18.4, 'lowest': 17.5, 'avg': 17.8975}, 'KDJ': {'RSV': 84.15841584158414, 'K': 88.73816522921688, 'D': 88.10704844609528, 'J': 90.00039879546009}}
2016/06/21 {'chg': 0.0016949152542373525, 'volume': 8662853, 'rate': 0.005426090386502335, 'vol_chg': -0.3983376947587469, 'relation': (False, False), 'RSI': 67.75728263873015, 'price': {'opening': 17.87, 'closing': 17.73, 'highest': 18.1, 'lowest': 17.66, 'avg': 17.84}, 'KDJ': {'RSV': 85.64356435643569, 'K': 87.70663160495647, 'D': 87.97357616571567, 'J': 87.1727424834381}}
2016/06/22 {'chg': 0.024252679075014084, 'volume': 7064009, 'rate': 0.014231808719788132, 'vol_chg': -0.18456321491314698, 'relation': (False, False), 'RSI': 75.04538515633556, 'price': {'opening': 17.77, 'closing': 18.16, 'highest': 18.25, 'lowest': 17.56, 'avg': 17.935}, 'KDJ': {'RSV': 100.0, 'K': 91.80442106997097, 'D': 89.2505244671341, 'J': 96.91221427564469}}
2016/06/23 {'chg': -0.00825991189427305, 'volume': 6757040, 'rate': -0.0032494767166600736, 'vol_chg': -0.043455352336046006, 'relation': (False, False), 'RSI': 71.4931991501398, 'price': {'opening': 18.03, 'closing': 18.01, 'highest': 18.35, 'lowest': 17.89, 'avg': 18.07}, 'KDJ': {'RSV': 93.05555555555563, 'K': 92.22146589849919, 'D': 90.24083827758912, 'J': 96.1827211403193}}
2016/06/24 {'chg': -0.024986118822876335, 'volume': 11267092, 'rate': -0.011127468331606398, 'vol_chg': 0.6674597160887016, 'relation': (False, True), 'RSI': 62.29828880574332, 'price': {'opening': 18.0, 'closing': 17.56, 'highest': 18.0, 'lowest': 17.2, 'avg': 17.69}, 'KDJ': {'RSV': 72.22222222222217, 'K': 85.55505133974017, 'D': 88.67890929830614, 'J': 79.30733542260822}}
2016/06/27 {'chg': 0.016514806378132272, 'volume': 6211093, 'rate': 0.0010570808301773437, 'vol_chg': -0.44874036707963333, 'relation': (False, False), 'RSI': 73.31077229699221, 'price': {'opening': 17.41, 'closing': 17.85, 'highest': 18.0, 'lowest': 17.41, 'avg': 17.667499999999997}, 'KDJ': {'RSV': 82.68156424581012, 'K': 84.59722230843016, 'D': 87.31834696834747, 'J': 79.15497298859555}}
2016/06/28 {'chg': -0.016806722689075668, 'volume': 10262989, 'rate': -0.022989812908257638, 'vol_chg': 0.652364406715533, 'relation': (False, True), 'RSI': 65.5477666829777, 'price': {'opening': 17.7, 'closing': 17.55, 'highest': 17.7, 'lowest': 17.3, 'avg': 17.5625}, 'KDJ': {'RSV': 30.68181818181817, 'K': 66.62542093289282, 'D': 80.42070495652925, 'J': 39.034852885619955}}
2016/06/29 {'chg': -0.014245014245014245, 'volume': 10639227, 'rate': -0.021174339490649213, 'vol_chg': 0.03665969046639337, 'relation': (False, True), 'RSI': 46.962998368094375, 'price': {'opening': 17.56, 'closing': 17.3, 'highest': 17.68, 'lowest': 17.09, 'avg': 17.4075}, 'KDJ': {'RSV': 2.2727272727272267, 'K': 45.174523046170954, 'D': 68.67197765307648, 'J': -1.8203861676400948}}
2016/06/30 {'chg': 0.0, 'volume': 6832560, 'rate': 0.0007462350264529966, 'vol_chg': -0.3577954488610874, 'relation': (False, False), 'RSI': 50.965285145115836, 'price': {'opening': 17.39, 'closing': 17.3, 'highest': 17.48, 'lowest': 17.23, 'avg': 17.35}, 'KDJ': {'RSV': 0.0, 'K': 30.1163486974473, 'D': 55.82010133453342, 'J': -21.291156576724944}}
2016/07/01 {'chg': 0.013294797687861296, 'volume': 6183165, 'rate': 0.0122287476500713, 'vol_chg': -0.09504417085250623, 'relation': (False, False), 'RSI': 40.458587558966805, 'price': {'opening': 17.33, 'closing': 17.53, 'highest': 17.62, 'lowest': 17.26, 'avg': 17.435000000000002}, 'KDJ': {'RSV': 26.744186046511697, 'K': 28.992294480468765, 'D': 46.8774990498452, 'J': -6.778114658284096}}
2016/07/04 {'chg': 0.021106674272675267, 'volume': 11002629, 'rate': 0.0007451185508863603, 'vol_chg': 0.7794493596725949, 'relation': (True, False), 'RSI': 54.45096309035146, 'price': {'opening': 17.48, 'closing': 17.9, 'highest': 18.17, 'lowest': 17.43, 'avg': 17.745}, 'KDJ': {'RSV': 69.76744186046491, 'K': 42.584010273800814, 'D': 45.446336124497066, 'J': 36.85935857240831}}
2016/07/05 {'chg': 0.003910614525139681, 'volume': 5510370, 'rate': -0.0024856857016002896, 'vol_chg': -0.4991769694315786, 'relation': (False, False), 'RSI': 55.15486070875871, 'price': {'opening': 17.9, 'closing': 17.97, 'highest': 18.01, 'lowest': 17.7, 'avg': 17.895}, 'KDJ': {'RSV': 77.90697674418588, 'K': 54.35833243059584, 'D': 48.41700155986332, 'J': 66.24099417206085}}
2016/07/06 {'chg': -0.006121313299944321, 'volume': 6897510, 'rate': -0.009959093435988303, 'vol_chg': 0.25173264227266046, 'relation': (False, True), 'RSI': 43.77537352601561, 'price': {'opening': 17.97, 'closing': 17.86, 'highest': 17.97, 'lowest': 17.71, 'avg': 17.877499999999998}, 'KDJ': {'RSV': 78.87323943661944, 'K': 62.52996809927036, 'D': 53.12132373966567, 'J': 81.34725681847974}}
2016/07/07 {'chg': -0.012877939529675276, 'volume': 7382262, 'rate': -0.012771334525896277, 'vol_chg': 0.07027927469478117, 'relation': (False, True), 'RSI': 42.218699756261074, 'price': {'opening': 17.8, 'closing': 17.63, 'highest': 17.96, 'lowest': 17.2, 'avg': 17.6475}, 'KDJ': {'RSV': 49.25373134328346, 'K': 58.104555847274725, 'D': 54.78240110886868, 'J': 64.74886532408681}}
2016/07/08 {'chg': -0.02155416903006234, 'volume': 10606154, 'rate': -0.011426693671057387, 'vol_chg': 0.4367078816763751, 'relation': (False, True), 'RSI': 43.3647102495005, 'price': {'opening': 17.5, 'closing': 17.25, 'highest': 17.56, 'lowest': 17.15, 'avg': 17.365000000000002}, 'KDJ': {'RSV': 0.0, 'K': 38.736370564849814, 'D': 49.43372426086239, 'J': 17.341663172824667}}
2016/07/11 {'chg': 0.009855072463768214, 'volume': 5799383, 'rate': 0.007403157376851226, 'vol_chg': -0.45320584634166167, 'relation': (False, False), 'RSI': 40.21560228358573, 'price': {'opening': 17.32, 'closing': 17.42, 'highest': 17.56, 'lowest': 17.17, 'avg': 17.3675}, 'KDJ': {'RSV': 23.611111111111384, 'K': 33.694617413603666, 'D': 44.187355311776145, 'J': 12.709141617258709}}
2016/07/12 {'chg': 0.022962112514351235, 'volume': 6734787, 'rate': 0.003560001826573324, 'vol_chg': 0.1612937100377747, 'relation': (True, False), 'RSI': 56.48421053413412, 'price': {'opening': 17.35, 'closing': 17.82, 'highest': 17.85, 'lowest': 17.23, 'avg': 17.5625}, 'KDJ': {'RSV': 79.16666666666683, 'K': 48.85196716462472, 'D': 45.74222592939233, 'J': 55.07144963508949}}
2016/07/13 {'chg': 0.019640852974186388, 'volume': 16550205, 'rate': 0.015696467834363407, 'vol_chg': 1.4574207023919241, 'relation': (True, False), 'RSI': 69.11945876959362, 'price': {'opening': 17.96, 'closing': 18.17, 'highest': 18.7, 'lowest': 17.92, 'avg': 18.1875}, 'KDJ': {'RSV': 100.0, 'K': 65.90131144308313, 'D': 52.4619211006226, 'J': 92.7800921280042}}
2016/07/14 {'chg': 0.0011007154650522603, 'volume': 4690441, 'rate': 0.0034460255481902494, 'vol_chg': -0.7165931781509655, 'relation': (False, False), 'RSI': 69.3761389945693, 'price': {'opening': 18.48, 'closing': 18.19, 'highest': 18.48, 'lowest': 18.01, 'avg': 18.29}, 'KDJ': {'RSV': 100.0, 'K': 77.26754096205542, 'D': 60.73046105443353, 'J': 110.3417007772992}}
2016/07/15 {'chg': -0.014293567894447584, 'volume': 5250778, 'rate': -0.014400172898226583, 'vol_chg': 0.11946360694015765, 'relation': (False, True), 'RSI': 58.89241239342508, 'price': {'opening': 18.24, 'closing': 17.93, 'highest': 18.24, 'lowest': 17.8, 'avg': 18.052500000000002}, 'KDJ': {'RSV': 72.34042553191476, 'K': 75.62516915200854, 'D': 65.6953637536252, 'J': 95.48477994877521}}
